2020-07-01, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-19, El Paso, TX, TX, Sanford, FL, FL, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-19, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-20, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-20, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-21, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-22, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-23, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-23, El Paso, TX, TX, Sanford, FL, FL, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-23, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-24, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-24, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-25, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-25, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-25, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-26, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-26, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-26, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-26, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-26, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-26, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-26, El Paso, TX, TX, Sanford, FL, FL, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-26, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-26, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-26, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-27, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-27, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-27, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-27, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-27, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-27, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-27, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-28, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-28, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-28, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-28, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-28, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-28, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-29, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-29, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-29, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-29, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-29, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-29, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-29, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-29, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-30, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-30, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Sanford, FL, FL, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-30, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-30, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-30, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-30, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-30, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-30, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-31, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-07-31, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-31, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-31, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-31, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-31, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-07-31, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-31, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-07-31, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
